Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-2.3832396166,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3832396166,0,0.0,SAT,,103.256,
2,2,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,1,0.0,SAT,,102.197,
3,3,1,-2.3506520345,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3506520345,1,0.0,SAT,,71.591,
4,4,1,-1.7301962244000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.7301962244000002,1,0.0,SAT,,153.5,
5,5,1,-1.8247958840999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.8247958840999998,1,0.0,SAT,,145.675,
6,6,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,1,0.0,SAT,,115.593,
7,7,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,1,0.0,SAT,,93.047,
8,8,1,-0.8609056497,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.8609056497,1,0.0,SAT,,125.023,
9,9,1,-2.3453606718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3453606718,1,0.0,SAT,,70.463,
10,10,1,-0.3949741352,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.3949741352,1,0.0,SAT,,145.651,
11,11,1,-1.5629685849000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.5629685849000001,1,0.0,SAT,,149.325,
12,12,1,-2.3872384535,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3872384535,1,0.0,SAT,,141.239,
13,13,1,-2.3743925194,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3743925194,2,0.0,SAT,,104.791,
14,14,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,2,0.0,SAT,,131.531,
15,15,1,-2.3415422057,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3415422057,2,0.0,SAT,,70.957,
16,16,1,-2.3306194425,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3306194425,2,0.0,SAT,,82.415,
17,17,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,2,0.0,SAT,,89.055,
18,18,1,-2.3346065545,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3346065545,2,0.0,SAT,,112.033,
19,19,1,-2.3524574778,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3524574778,2,0.0,SAT,,70.445,
20,20,1,-2.3617820597,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3617820597,2,0.0,SAT,,77.968,
21,21,1,-2.3342298115,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3342298115,2,0.0,SAT,,73.306,
22,22,1,-2.1455672253,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.1455672253,2,0.0,SAT,,129.467,
23,23,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,3,0.0,SAT,,70.519,
24,24,1,-2.3342298115,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3342298115,3,0.0,SAT,,72.084,
25,25,1,-2.3343925451,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3343925451,3,0.0,SAT,,71.029,
26,26,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,3,0.0,SAT,,72.536,
27,27,1,-2.3656172062,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3656172062,3,0.0,SAT,,76.266,
28,28,1,-1.1779907927000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.1779907927000002,3,0.0,SAT,,135.724,
29,29,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,3,0.0,SAT,,71.016,
30,30,1,-2.3452028959,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3452028959,3,0.0,SAT,,72.662,
31,31,1,-2.3343925451,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3343925451,3,0.0,SAT,,72.527,
32,32,1,-2.3386838547,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3386838547,3,0.0,SAT,,99.305,
33,33,1,-2.3743925194,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3743925194,4,0.0,SAT,,92.371,
34,34,1,-1.334085547,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.334085547,4,0.0,SAT,,135.141,
35,35,1,-2.3872384535,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3872384535,4,0.0,SAT,,124.107,
36,36,1,-1.2889966467999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.2889966467999998,4,0.0,SAT,,143.041,
37,37,1,-1.9330386846,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.9330386846,4,0.0,SAT,,138.874,
38,38,1,-0.8609056497,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.8609056497,4,0.0,SAT,,127.933,
39,39,1,-1.9330386846,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.9330386846,4,0.0,SAT,,130.088,
40,40,1,-0.6437270063,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.6437270063,4,0.0,SAT,,139.553,
41,41,1,-2.3743925194,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3743925194,4,0.0,SAT,,86.335,
42,42,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,4,0.0,SAT,,75.305,
43,43,1,-1.9330386846,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.9330386846,4,0.0,SAT,,124.965,
44,44,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,5,0.0,SAT,,93.042,
45,45,1,-1.5304610312000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.5304610312000002,5,0.0,SAT,,124.679,
46,46,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,5,0.0,SAT,,99.311,
47,47,1,-1.4523893734,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.4523893734,5,0.0,SAT,,122.654,
48,48,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,5,0.0,SAT,,94.936,
49,49,1,-2.3332039791,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3332039791,5,0.0,SAT,,71.631,
50,50,1,-2.3433304923,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3433304923,5,0.0,SAT,,64.975,
51,51,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,5,0.0,SAT,,121.871,
52,52,1,-2.3332039791,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3332039791,5,0.0,SAT,,68.379,
53,53,1,-1.8412503038999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.8412503038999999,5,0.0,SAT,,119.603,
54,54,1,-2.3453606718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3453606718,5,0.0,SAT,,72.515,
55,55,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,6,0.0,SAT,,91.281,
56,56,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,6,0.0,SAT,,66.019,
57,57,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,6,0.0,SAT,,103.216,
58,58,1,-1.7301962244000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.7301962244000002,6,0.0,SAT,,127.457,
59,59,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,6,0.0,SAT,,89.811,
60,60,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,6,0.0,SAT,,119.394,
61,61,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,6,0.0,SAT,,88.947,
62,62,1,-0.4898624221000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.4898624221000001,6,0.0,SAT,,123.62,
63,63,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,6,0.0,SAT,,89.694,
64,64,1,-2.3452028959,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3452028959,6,0.0,SAT,,67.684,
65,65,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,6,0.0,SAT,,94.02,
66,66,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,7,0.0,SAT,,77.429,
67,67,1,-1.2138223812,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.2138223812,7,0.0,SAT,,121.777,
68,68,1,-2.3346065545,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3346065545,7,0.0,SAT,,103.415,
69,69,1,-0.4898624221000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.4898624221000001,7,0.0,SAT,,8389.951,
70,70,1,-2.3453606718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3453606718,7,0.0,SAT,,86.457,
71,71,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,7,0.0,SAT,,68.916,
72,72,1,-2.4109872041,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4109872041,7,0.0,SAT,,89.482,
73,73,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,7,0.0,SAT,,74.415,
74,74,1,-2.3080680575,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3080680575,7,0.0,SAT,,134.258,
75,75,1,-1.8247958840999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.8247958840999998,7,0.0,SAT,,149.503,
76,76,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,7,0.0,SAT,,85.309,
77,77,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,8,0.0,SAT,,94.759,
78,78,1,-1.5629685849000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.5629685849000001,8,0.0,SAT,,141.037,
79,79,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,8,0.0,SAT,,102.703,
80,80,1,-0.6734895890999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.6734895890999999,8,0.0,SAT,,143.128,
81,81,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,8,0.0,SAT,,95.15,
82,82,1,-1.0757770542,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.0757770542,8,0.0,SAT,,155.622,
83,83,1,-2.3825284994,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3825284994,8,0.0,SAT,,104.536,
84,84,1,-2.3245718688,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3245718688,8,0.0,SAT,,134.241,
85,85,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,8,0.0,SAT,,104.263,
86,86,1,-2.2147409444,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2147409444,8,0.0,SAT,,117.836,
87,87,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,8,0.0,SAT,,98.02,
88,88,1,-0.7373548516999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.7373548516999999,9,0.0,SAT,,166.45,
89,89,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,9,0.0,SAT,,90.41,
90,90,1,-0.7373548516999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.7373548516999999,9,0.0,SAT,,143.287,
91,91,1,-2.3596280657,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3596280657,9,0.0,SAT,,66.754,
92,92,1,-0.8603843282999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.8603843282999999,9,0.0,SAT,,130.801,
93,93,1,-2.3472567755,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3472567755,9,0.0,SAT,,80.85,
94,94,1,-2.2147409444,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2147409444,9,0.0,SAT,,116.416,
95,95,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,9,0.0,SAT,,135.153,
96,96,1,-2.2147409444,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2147409444,9,0.0,SAT,,113.491,
97,97,1,-1.4523893734,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.4523893734,9,0.0,SAT,,131.689,
98,98,1,-0.7373548516999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.7373548516999999,9,0.0,SAT,,130.646,
99,99,1,-2.3872384535,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3872384535,10,0.0,SAT,,107.807,
100,100,1,-0.7373548516999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.7373548516999999,10,0.0,SAT,,134.684,
