1: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-1', param_4_gly2='-15',1,3.39166
2: param_1_biomass1='0.05', param_2_biomass2='0.05', param_3_gly1='-0.1', param_4_gly2='-11',2,3.38324
3: param_1_biomass1='0.1', param_2_biomass2='0.01', param_3_gly1='-0.5', param_4_gly2='-14.5',3,3.36178
4: param_1_biomass1='0.05', param_2_biomass2='0.07', param_3_gly1='-1.25', param_4_gly2='-12',4,3.33461
5: param_1_biomass1='0.07', param_2_biomass2='0.125', param_3_gly1='-0.5', param_4_gly2='-13',5,3.3142
6: param_1_biomass1='0.07', param_2_biomass2='0.05', param_3_gly1='-1', param_4_gly2='-10.5',6,3.39752
7: param_1_biomass1='0.15', param_2_biomass2='0.15', param_3_gly1='-0.5', param_4_gly2='-13',7,3.36225
8: param_1_biomass1='0.025', param_2_biomass2='0.1', param_3_gly1='-0.7', param_4_gly2='-10',8,2.21382
9: param_1_biomass1='0.15', param_2_biomass2='0.125', param_3_gly1='-1.25', param_4_gly2='-13',9,3.38468
10: param_1_biomass1='0.01', param_2_biomass2='0.1', param_3_gly1='-1.75', param_4_gly2='-15.5',10,1.10846
11: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-1.25', param_4_gly2='-14.5',11,3.40528
12: param_1_biomass1='0.05', param_2_biomass2='0.01', param_3_gly1='-1.75', param_4_gly2='-11',12,3.34726
13: param_1_biomass1='0.15', param_2_biomass2='0.125', param_3_gly1='-0.7', param_4_gly2='-13',13,3.38468
14: param_1_biomass1='0.07', param_2_biomass2='0.1', param_3_gly1='-1.25', param_4_gly2='-12',14,3.39926
15: param_1_biomass1='0.1', param_2_biomass2='0.025', param_3_gly1='-1.5', param_4_gly2='-10.5',15,3.36938
16: param_1_biomass1='0.125', param_2_biomass2='0.07', param_3_gly1='-1.25', param_4_gly2='-15.5',16,3.3464
17: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-1.25', param_4_gly2='-10.5',17,3.40528
18: param_1_biomass1='0.1', param_2_biomass2='0.125', param_3_gly1='-0.7', param_4_gly2='-14.5',18,3.39581
19: param_1_biomass1='0.15', param_2_biomass2='0.15', param_3_gly1='-1.75', param_4_gly2='-13',19,3.36225
20: param_1_biomass1='0.15', param_2_biomass2='0.01', param_3_gly1='-1.25', param_4_gly2='-15',20,3.36145
21: param_1_biomass1='0.125', param_2_biomass2='0.1', param_3_gly1='-1.25', param_4_gly2='-11',21,3.34942
22: param_1_biomass1='0.05', param_2_biomass2='0.05', param_3_gly1='-1.25', param_4_gly2='-16',22,3.38324
23: param_1_biomass1='0.07', param_2_biomass2='0.125', param_3_gly1='-1.25', param_4_gly2='-10',23,3.3142
24: param_1_biomass1='0.125', param_2_biomass2='0.025', param_3_gly1='-0.5', param_4_gly2='-10',24,3.33424
25: param_1_biomass1='0.07', param_2_biomass2='0.15', param_3_gly1='-0.7', param_4_gly2='-10',25,3.31956
26: param_1_biomass1='0.15', param_2_biomass2='0.07', param_3_gly1='-1.75', param_4_gly2='-10',26,3.36004
27: param_1_biomass1='0.07', param_2_biomass2='0.15', param_3_gly1='-1', param_4_gly2='-10',27,3.31956
28: param_1_biomass1='0.025', param_2_biomass2='0.07', param_3_gly1='-0.5', param_4_gly2='-15',28,2.45239
29: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-1', param_4_gly2='-10',29,3.40528
30: param_1_biomass1='0.15', param_2_biomass2='0.01', param_3_gly1='-2', param_4_gly2='-15.5',30,3.36145
31: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-1.25', param_4_gly2='-10',31,3.40528
32: param_1_biomass1='0.1', param_2_biomass2='0.05', param_3_gly1='-1.75', param_4_gly2='-13',32,3.36284
33: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-0.5', param_4_gly2='-15',33,3.40528
34: param_1_biomass1='0.025', param_2_biomass2='0.07', param_3_gly1='-0.7', param_4_gly2='-11',34,2.45239
35: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-0.5', param_4_gly2='-11',35,3.40528
36: param_1_biomass1='0.05', param_2_biomass2='0.1', param_3_gly1='-2', param_4_gly2='-15',36,3.30807
37: param_1_biomass1='0.1', param_2_biomass2='0.125', param_3_gly1='-0.1', param_4_gly2='-14',37,3.39581
38: param_1_biomass1='0.025', param_2_biomass2='0.1', param_3_gly1='-0.1', param_4_gly2='-12',38,2.21382
39: param_1_biomass1='0.1', param_2_biomass2='0.15', param_3_gly1='-0.1', param_4_gly2='-14',39,3.40528
40: param_1_biomass1='0.01', param_2_biomass2='0.1', param_3_gly1='-1', param_4_gly2='-15',40,1.10846
41: param_1_biomass1='0.1', param_2_biomass2='0.125', param_3_gly1='-0.1', param_4_gly2='-14.5',41,3.39581
42: param_1_biomass1='0.15', param_2_biomass2='0.1', param_3_gly1='-1.5', param_4_gly2='-16',42,3.35742
43: param_1_biomass1='0.1', param_2_biomass2='0.125', param_3_gly1='-0.1', param_4_gly2='-15',43,3.39581
44: param_1_biomass1='0.01', param_2_biomass2='0.15', param_3_gly1='-1.5', param_4_gly2='-13',44,0.982426
45: param_1_biomass1='0.025', param_2_biomass2='0.05', param_3_gly1='-0.1', param_4_gly2='-14.5',45,2.72254
46: param_1_biomass1='0.01', param_2_biomass2='0.125', param_3_gly1='-0.5', param_4_gly2='-11',46,1.03602
47: param_1_biomass1='0.05', param_2_biomass2='0.125', param_3_gly1='-0.5', param_4_gly2='-13',47,3.3039
48: param_1_biomass1='0.01', param_2_biomass2='0.125', param_3_gly1='-1.5', param_4_gly2='-12',48,1.03602
49: param_1_biomass1='0.125', param_2_biomass2='0.15', param_3_gly1='-2', param_4_gly2='-15.5',49,3.39848
50: param_1_biomass1='0.025', param_2_biomass2='0.15', param_3_gly1='-2', param_4_gly2='-14',50,1.98142
